combo_id,combo_label,condition,fold,epoch,train_loss,val_loss,train_f1,val_accuracy,val_precision,val_recall,val_f1_macro,val_f1_weighted,is_best_epoch
6,lb=2e-05_lc=1e-04_bs=32,S1,5,3,0.2286,0.4082,0.9196,0.854,0.8491,0.8517,0.8498,0.8541,True
6,lb=2e-05_lc=1e-04_bs=32,S1,5,4,0.1398,0.5227,0.9526,0.8399,0.8354,0.8366,0.8359,0.8398,False
6,lb=2e-05_lc=1e-04_bs=32,S1,5,5,0.074,0.693,0.9784,0.8371,0.8344,0.8297,0.8298,0.8346,False
6,lb=2e-05_lc=1e-04_bs=32,S1,5,6,0.0436,0.8334,0.9888,0.8465,0.8421,0.8438,0.8429,0.8468,False
7,lb=2e-05_lc=1e-03_bs=16,S1,1,1,0.6043,0.4807,0.7495,0.8203,0.8269,0.8194,0.8181,0.8212,True
7,lb=2e-05_lc=1e-03_bs=16,S1,1,2,0.4041,0.5541,0.8642,0.8128,0.821,0.821,0.8105,0.8121,False
7,lb=2e-05_lc=1e-03_bs=16,S1,1,3,0.2728,0.5434,0.9181,0.8297,0.8307,0.8311,0.8285,0.8318,False
7,lb=2e-05_lc=1e-03_bs=16,S1,1,4,0.153,1.008,0.9637,0.8307,0.8317,0.8265,0.8286,0.8307,False
7,lb=2e-05_lc=1e-03_bs=16,S1,2,1,0.6068,0.4413,0.7411,0.8325,0.828,0.8307,0.829,0.8326,True
7,lb=2e-05_lc=1e-03_bs=16,S1,2,2,0.4055,0.4988,0.8568,0.8401,0.8427,0.835,0.8324,0.8371,False
7,lb=2e-05_lc=1e-03_bs=16,S1,2,3,0.2584,0.5862,0.9196,0.8278,0.8301,0.8329,0.8257,0.8289,False
7,lb=2e-05_lc=1e-03_bs=16,S1,2,4,0.1562,0.7885,0.9573,0.8617,0.8595,0.8622,0.86,0.8625,False
7,lb=2e-05_lc=1e-03_bs=16,S1,3,1,0.6095,0.416,0.7488,0.8532,0.8496,0.8508,0.8498,0.8528,True
7,lb=2e-05_lc=1e-03_bs=16,S1,3,2,0.4217,0.4203,0.8603,0.841,0.8465,0.843,0.8392,0.8441,False
7,lb=2e-05_lc=1e-03_bs=16,S1,3,3,0.2442,0.6291,0.9256,0.8504,0.8521,0.8428,0.8452,0.8486,False
7,lb=2e-05_lc=1e-03_bs=16,S1,3,4,0.1645,1.0312,0.9568,0.8401,0.84,0.8332,0.8357,0.8391,False
7,lb=2e-05_lc=1e-03_bs=16,S1,4,1,0.6157,0.5074,0.7441,0.8249,0.8262,0.8288,0.8236,0.827,False
7,lb=2e-05_lc=1e-03_bs=16,S1,4,2,0.4099,0.4708,0.8594,0.8446,0.8455,0.8345,0.8332,0.8406,True
7,lb=2e-05_lc=1e-03_bs=16,S1,4,3,0.2619,0.56,0.9172,0.838,0.8395,0.8348,0.8306,0.837,False
7,lb=2e-05_lc=1e-03_bs=16,S1,4,4,0.147,0.8965,0.9636,0.8409,0.8355,0.8373,0.8361,0.841,False
7,lb=2e-05_lc=1e-03_bs=16,S1,4,5,0.0873,1.2537,0.9788,0.8296,0.8247,0.8205,0.8212,0.8275,False
7,lb=2e-05_lc=1e-03_bs=16,S1,5,1,0.599,0.5547,0.7498,0.7957,0.8039,0.7922,0.7904,0.7986,False
7,lb=2e-05_lc=1e-03_bs=16,S1,5,2,0.4079,0.432,0.8616,0.8531,0.8506,0.8536,0.8492,0.8529,True
7,lb=2e-05_lc=1e-03_bs=16,S1,5,3,0.2494,0.6752,0.921,0.838,0.8398,0.8387,0.8366,0.8396,False
7,lb=2e-05_lc=1e-03_bs=16,S1,5,4,0.1644,0.9123,0.9567,0.8324,0.8363,0.8349,0.8313,0.8351,False
7,lb=2e-05_lc=1e-03_bs=16,S1,5,5,0.0892,1.2184,0.9781,0.8427,0.8386,0.8381,0.8363,0.8415,False
8,lb=2e-05_lc=1e-03_bs=32,S1,1,1,0.6371,0.4889,0.7309,0.794,0.8134,0.8014,0.7953,0.7984,False
8,lb=2e-05_lc=1e-03_bs=32,S1,1,2,0.3838,0.4075,0.8559,0.8288,0.8277,0.8328,0.8277,0.8297,True
8,lb=2e-05_lc=1e-03_bs=32,S1,1,3,0.2124,0.4292,0.9278,0.8448,0.8405,0.8429,0.8414,0.8453,False
8,lb=2e-05_lc=1e-03_bs=32,S1,1,4,0.1381,0.763,0.9564,0.8401,0.8357,0.8363,0.8358,0.8397,False
8,lb=2e-05_lc=1e-03_bs=32,S1,1,5,0.0758,1.0333,0.9769,0.8438,0.8427,0.8459,0.8426,0.845,False
8,lb=2e-05_lc=1e-03_bs=32,S1,2,1,0.6135,0.4402,0.7382,0.8307,0.8331,0.8375,0.8293,0.8311,False
8,lb=2e-05_lc=1e-03_bs=32,S1,2,2,0.374,0.4171,0.8597,0.8532,0.8496,0.8526,0.8508,0.8537,True
8,lb=2e-05_lc=1e-03_bs=32,S1,2,3,0.2232,0.4636,0.9232,0.8561,0.8526,0.8572,0.8533,0.8566,False
8,lb=2e-05_lc=1e-03_bs=32,S1,2,4,0.1447,0.7277,0.9563,0.8485,0.8444,0.8478,0.8454,0.8485,False
8,lb=2e-05_lc=1e-03_bs=32,S1,2,5,0.0791,0.8163,0.9787,0.8438,0.8413,0.8426,0.8419,0.844,False
8,lb=2e-05_lc=1e-03_bs=32,S1,3,1,0.6225,0.3947,0.7353,0.8627,0.8595,0.8631,0.8607,0.8632,True
8,lb=2e-05_lc=1e-03_bs=32,S1,3,2,0.3876,0.4232,0.8544,0.8401,0.8434,0.8405,0.8377,0.8428,False
8,lb=2e-05_lc=1e-03_bs=32,S1,3,3,0.2271,0.478,0.924,0.8674,0.8644,0.8689,0.8655,0.8682,False
8,lb=2e-05_lc=1e-03_bs=32,S1,3,4,0.1336,0.8344,0.9552,0.8391,0.8364,0.8339,0.8347,0.8382,False
8,lb=2e-05_lc=1e-03_bs=32,S1,4,1,0.6512,0.4282,0.718,0.8239,0.8255,0.8252,0.8201,0.8243,False
8,lb=2e-05_lc=1e-03_bs=32,S1,4,2,0.402,0.3907,0.8542,0.8475,0.8424,0.8451,0.8433,0.8479,True
8,lb=2e-05_lc=1e-03_bs=32,S1,4,3,0.2337,0.8452,0.9227,0.8023,0.8225,0.7819,0.7825,0.7905,False
8,lb=2e-05_lc=1e-03_bs=32,S1,4,4,0.1464,0.8188,0.9509,0.8277,0.8239,0.8189,0.8208,0.8265,False
8,lb=2e-05_lc=1e-03_bs=32,S1,4,5,0.0838,0.9431,0.9751,0.8305,0.8269,0.8283,0.8269,0.8318,False
8,lb=2e-05_lc=1e-03_bs=32,S1,5,1,0.6042,0.4448,0.7385,0.8362,0.8331,0.8342,0.8331,0.837,False
